award,doi,asset_id
CAREER,https://doi.org/10.1128/mbio.02272-23,9924340069001921
FPA2015-68048,https://doi.org/10.1093/mnras/staa1803,9924552851501921
AYA2015-71825,https://doi.org/10.1093/mnras/staa1803,9924552851501921
FP7/2007-2013,https://doi.org/10.1093/mnras/staa1803,9924552851501921
2011486,https://doi.org/10.1016/j.cub.2023.09.032,9924291885201921
DMR-2011486,https://doi.org/10.1016/j.cub.2023.09.032,9924291885201921
11991052,https://doi.org/10.3847/1538-4357/ac71aa,9924150853501921
0104575,https://doi.org/10.1016/j.worlddev.2023.106518,9924321075301921
1744302,https://doi.org/10.1039/d4cp00553h,9924594038001921
MCB090163,https://doi.org/10.1039/d4sm00483c,9924390882001921
TG-MCB090163,https://doi.org/10.1039/d4sm00483c,9924390882001921
TG-MCB090163,https://doi.org/10.1103/physrevx.14.041063,9924425629301921
ENG/155428,https://doi.org/10.3390/suschem2040036,9924151769401921
MCB090163,https://doi.org/10.1140/epje/s10189-023-00363-x,9924297344101921
CAREER,https://doi.org/10.3758/s13421-023-01459-7,9924339971401921
TG-MCB090163,https://doi.org/10.1140/epje/s10189-023-00363-x,9924297344101921
142038,https://doi.org/10.3389/fcell.2021.634587,9923979688301921
11535,https://doi.org/10.1016/j.jmb.2022.167638,9924316181301921
MRSEC,https://doi.org/10.1016/j.jmb.2022.167638,9924316181301921
MCB090163,https://doi.org/10.1103/physrevlett.127.148001,9924147748601921
TG-MCB090163,https://doi.org/10.1103/physrevlett.127.148001,9924147748601921
CAREER,https://doi.org/10.1021/acs.biochem.4c00547,9924402732201921
15030,https://doi.org/10.1007/978-3-030-52237-7_45,9924086637801921
50306,https://doi.org/10.1007/978-3-030-52237-7_45,9924086637801921
144014,https://doi.org/10.1112/topo.12049,9924086595801921
DMS-144014,https://doi.org/10.1112/topo.12049,9924086595801921
IBN180002,https://doi.org/10.1101/2024.04.01.587593,9924345252801921
MCB090163,https://doi.org/10.1101/457135,9924086776601921
G-22-63292,https://doi.org/10.1101/2023.07.10.548368,9924282454701921
CAREER,https://doi.org/10.1055/a-2500-7798,9924427116501921
CAREER,https://doi.org/10.1039/d4cp01393j,9924377787601921
435-2019-0837,https://doi.org/10.3390/rs16234459,9924550659401921
