openAlex_id,doi,title,publication_year,funder_name,award_id
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/S000879/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/S000666/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/N000447/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/M003655/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/W000628/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/M003981/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/W000555/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/M003744/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/W000490/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/S000828/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/R003181/2
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/W000636/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/N000285/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/N000331/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/S000801/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/N000250/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/S000739/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/S000666/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/N000250/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/R003181/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/M003469/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/X006050/1
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,Science and Technology Facilities Council,ST/M003655/1
