openAlex_id,doi,title,publication_year,funder_name,award_id
https://openalex.org/W2978291699,https://doi.org/10.1103/physrevd.101.012002,"Combined measurements of Higgs boson production and decay using up to <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mn>80</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:msup><mml:mrow><mml:mi>fb</mml:mi></mml:mrow><mml:mrow><mml:mo>−</mml:mo><mml:mn>1</mml:mn></mml:mrow></mml:msup></mml:mrow></mml:math> of proton-proton collision data at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msqrt><mml:mi>s</mml:mi></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:math> collected with the ATLAS experiment",2020,Japan Society for the Promotion of Science,"Ministry of Education, Culture, Sports, Science and Technology"
https://openalex.org/W2967792071,https://doi.org/10.1088/1748-0221/14/12/p12006,Electron and photon performance measurements with the ATLAS detector using the 2015–2017 LHC proton-proton collision data,2019,Japan Society for the Promotion of Science,"Ministry of Education, Culture, Sports, Science and Technology"
https://openalex.org/W2767671054,https://doi.org/10.1007/jhep01(2018)126,Search for dark matter and other new phenomena in events with an energetic jet and large missing transverse momentum using the ATLAS detector,2018,Japan Society for the Promotion of Science,"Ministry of Education, Culture, Sports, Science and Technology"
https://openalex.org/W2972599699,https://doi.org/10.1140/epjc/s10052-019-7594-6,Search for electroweak production of charginos and sleptons decaying into final states with two leptons and missing transverse momentum in $$\sqrt{s}=13$$ $$\text {TeV}$$ pp collisions using the ATLAS detector,2020,Japan Society for the Promotion of Science,"Ministry of Education, Culture, Sports, Science and Technology"
https://openalex.org/W2974427135,https://doi.org/10.1140/epjc/s10052-019-7500-2,Performance of electron and photon triggers in ATLAS during LHC Run 2,2020,Japan Society for the Promotion of Science,"Ministry of Education, Culture, Sports, Science and Technology"
https://openalex.org/W2581251167,https://doi.org/10.1140/epjc/s10052-017-5475-4,"Measurement of the W-boson mass in pp collisions at $$\sqrt{s}=7\, \hbox {TeV}$$ s = 7 TeV with the ATLAS detector",2018,Japan Society for the Promotion of Science,Chinese Academy of Sciences
https://openalex.org/W2581251167,https://doi.org/10.1140/epjc/s10052-017-5475-4,"Measurement of the W-boson mass in pp collisions at $$\sqrt{s}=7\, \hbox {TeV}$$ s = 7 TeV with the ATLAS detector",2018,Japan Society for the Promotion of Science,10008
https://openalex.org/W2993180841,https://doi.org/10.1088/1748-0221/15/04/p04003,ATLAS data quality operations and performance for 2015–2018 data-taking,2020,Japan Society for the Promotion of Science,"Ministry of Education, Culture, Sports, Science and Technology"
https://openalex.org/W3093734695,https://doi.org/10.1140/epjc/s10052-021-09402-3,Jet energy scale and resolution measured in proton–proton collisions at $$\sqrt{s}=13$$ TeV with the ATLAS detector,2021,Japan Society for the Promotion of Science,"Ministry of Education, Culture, Sports, Science and Technology"
https://openalex.org/W3041529689,https://doi.org/10.1088/1748-0221/15/09/p09015,Performance of the ATLAS muon triggers in Run 2,2020,Japan Society for the Promotion of Science,"Ministry of Education, Culture, Sports, Science and Technology"
