asset_id,doi,award_id,is_exist
9924428282401921,10.1002/aenm.202404130,1644779,True
9924428282401921,10.1002/aenm.202404130,1919633,True
9924428282401921,10.1002/aenm.202404130,2128556,True
9924428282401921,10.1002/aenm.202404130,2219906,True
9924428282401921,10.1002/aenm.202404130,2237977,True
9924537534501921,10.1002/ange.201712834,1420382,True
9924537534301921,10.1002/ange.201806992,1420382,True
9924537534201921,10.1002/ange.201814552,1420382,True
9924537534101921,10.1002/ange.201905230,1420382,True
9924552854301921,10.1002/ange.202000110,1856484,True
9924537534001921,10.1002/ange.202000983,1420382,True
9924537533901921,10.1002/ange.202006290,2011846,True
9924550658801921,10.1002/ange.202307723,1920147,True
9924550658801921,10.1002/ange.202307723,2011846,True
9924550658801921,10.1002/ange.202307723,2046099,True
9924277083601921,10.1002/ange.202308022,2011846,True
9924537533701921,10.1002/anie.201712834,1420382,True
9924537533601921,10.1002/anie.201806992,1420382,True
9924552846901921,10.1002/anie.201812998,1420382,True
9924537533501921,10.1002/anie.201814552,1420382,True
9924537533401921,10.1002/anie.201905230,1420382,True
9923972802601921,10.1002/anie.202000110,1856484,True
9924537533301921,10.1002/anie.202000983,1420382,True
9924537533201921,10.1002/anie.202006290,2011846,True
9924315309501921,10.1002/anie.202210568,2011846,True
9924194521801921,10.1002/anie.202300723,1726346,True
9924194521801921,10.1002/anie.202300723,2011846,True
9924194521801921,10.1002/anie.202300723,2142887,True
9924282445401921,10.1002/anie.202307723,1920147,True
9924282445401921,10.1002/anie.202307723,2011846,True
9924282445401921,10.1002/anie.202307723,2046099,True
9924292791201921,10.1002/anie.202311601,1726346,True
9924292791201921,10.1002/anie.202311601,1844920,True
9924292791201921,10.1002/anie.202311601,1919565,True
9924292791201921,10.1002/anie.202311601,2305566,True
9924537533001921,10.1002/asia.201800875,1420382,True
9924537532701921,10.1002/chem.202002974,2011846,True
9924342280801921,10.1002/cmdc.202400130,2011846,True
9924537532601921,10.1002/cnma.202100249,2011846,True
9924133000501921,10.1002/cphc.202200103,1856484,True
9924086669701921,10.1002/cssc.201903446,1554283,True
9924086669701921,10.1002/cssc.201903446,1726346,True
9923972903601921,10.1002/ijch.201700142,0820492,True
9923972903601921,10.1002/ijch.201700142,1362477,True
9924126818501921,10.1002/mrc.4985,1503408,True
9924126818501921,10.1002/mrc.4985,1726346,True
9924054597301921,10.1002/open.202100234,1920147,True
9924054597301921,10.1002/open.202100234,2011846,True
9924537532401921,10.1002/pep2.24123,1420382,True
9924552846701921,10.1002/tea.21601,1220305,True
9924086526301921,10.1007/s00220-020-03734-z,1053842,True
9924148966701921,10.1007/s00285-021-01709-9,1913093,True
9924144000401921,10.1007/s00294-021-01186-z,1744555,True
9924086422601921,10.1007/s00778-021-00686-1,1917990,True
9924316183401921,10.1007/s00778-021-00719-9,1513447,True
9924316183401921,10.1007/s00778-021-00719-9,1513471,True
9924086612401921,10.1007/s10035-019-0931-5,1605283,True
9924086612401921,10.1007/s10035-019-0931-5,1605428,True
9924086612401921,10.1007/s10035-019-0931-5,1748958,True
9924086759201921,10.1007/s10035-019-0983-6,1605428,True
9924151769101921,10.1007/s10570-022-04433-9,1726346,True
9924117668201921,10.1007/s10640-020-00525-x,1517823,True
9924311879601921,10.1007/s11538-023-01231-7,1615531,True
9924311879601921,10.1007/s11538-023-01231-7,1951358,True
9924311879601921,10.1007/s11538-023-01231-7,1951369,True
9924151769201921,10.1007/s40194-021-01243-8,1726346,True
9924086417101921,10.1016/j.aim.2018.07.020,1400859,True
9924340280001921,10.1016/j.aim.2023.109058,1900560,True
9924379841101921,10.1016/j.biopsycho.2024.108847,0821855,True
9924552838501921,10.1016/j.bpj.2018.03.031,1206146,True
9924552838501921,10.1016/j.bpj.2018.03.031,1610737,True
9924128820401921,10.1016/j.carbon.2019.07.004,1709532,True
9924340062601921,10.1016/j.disc.2023.113687,2154242,True
9923970780401921,10.1016/j.dnarep.2020.103006,1817869,True
9923970780401921,10.1016/j.dnarep.2020.103006,51753,True
9924552845801921,10.1016/j.icarus.2019.113433,1138766,True
9924340172001921,10.1016/j.isci.2024.108874,1610737,True
9924340172001921,10.1016/j.isci.2024.108874,2011846,True
9924340172001921,10.1016/j.isci.2024.108874,2146755,True
9924340272301921,10.1016/j.jalgebra.2023.11.015,1855536,True
9924340272301921,10.1016/j.jalgebra.2023.11.015,2154019,True
9924389387501921,10.1016/j.jbc.2024.107700,007122,True
9924389387501921,10.1016/j.jbc.2024.107700,2011846,True
9924550657601921,10.1016/j.jcta.2023.105802,1440140,True
