award,doi
1140030,https://doi.org/10.1051/0004-6361/202037493
1228509,https://doi.org/10.1051/0004-6361/202037493
0735191,https://doi.org/10.1051/0004-6361/202037493
0922984,https://doi.org/10.1051/0004-6361/202037493
1337663,https://doi.org/10.1051/0004-6361/202037493
1743747,https://doi.org/10.1051/0004-6361/202037493
1228509,https://doi.org/10.1051/0004-6361/202037493
0352953,https://doi.org/10.1051/0004-6361/202037493
1310896,https://doi.org/10.1051/0004-6361/202037493
0735191,https://doi.org/10.1051/0004-6361/202037493
1207752,https://doi.org/10.1051/0004-6361/202037493
1440254,https://doi.org/10.1051/0004-6361/202037493
0096454,https://doi.org/10.1051/0004-6361/202037493
1126433,https://doi.org/10.1051/0004-6361/202037493
SEV-2016-0588,https://doi.org/10.1093/mnras/staa828
1265383,https://doi.org/10.1051/0004-6361/202037493
1816420,https://doi.org/10.1051/0004-6361/202037493
ESP2015-66861,https://doi.org/10.1093/mnras/staa828
SEV-2016-0597,https://doi.org/10.1093/mnras/staa828
0922984,https://doi.org/10.1051/0004-6361/202037493
1816420,https://doi.org/10.1051/0004-6361/202037493
0352953,https://doi.org/10.1051/0004-6361/202037493
1207752,https://doi.org/10.1051/0004-6361/202037493
1716327,https://doi.org/10.1051/0004-6361/202037493
1126433,https://doi.org/10.1051/0004-6361/202037493
1125897,https://doi.org/10.1051/0004-6361/202037493
1743747,https://doi.org/10.1051/0004-6361/202037493
1125897,https://doi.org/10.1051/0004-6361/202037493
MDM-2015-0509,https://doi.org/10.1093/mnras/staa828
1536171,https://doi.org/10.1093/mnras/stz1949
1536171,https://doi.org/10.1093/mnras/stz1949
DEAC0276SF00515,https://doi.org/10.1093/mnras/stz1949
1138766,https://doi.org/10.1093/mnras/stz1949
DEAC0207CH11359,https://doi.org/10.1093/mnras/stz1949
1138766,https://doi.org/10.1093/mnras/stz1949
1653405,https://doi.org/10.5506/aphyspolb.53.12-a1
1653405,https://doi.org/10.5506/aphyspolb.53.12-a1
2013791,https://doi.org/10.5506/aphyspolb.53.12-a1
2112829,https://doi.org/10.5506/aphyspolb.53.12-a1
2112025,https://doi.org/10.5506/aphyspolb.53.12-a1
1653405,https://doi.org/10.5506/aphyspolb.53.12-a1
DEAC0205CH11231,https://doi.org/10.1093/mnras/stz1949
2112025,https://doi.org/10.5506/aphyspolb.53.12-a1
2013791,https://doi.org/10.5506/aphyspolb.53.12-a1
1820760,https://doi.org/10.5506/aphyspolb.53.12-a1
1820760,https://doi.org/10.5506/aphyspolb.53.12-a1
DEAC0207CH11359,https://doi.org/10.5506/aphyspolb.53.12-a1
1748958,https://doi.org/10.1103/prxquantum.5.010201
1607611,https://doi.org/10.1103/prxquantum.5.010201
1638195,https://doi.org/10.7554/elife.76075
1610737,https://doi.org/10.1038/s41467-019-13268-1
1913093,https://doi.org/10.7554/elife.76075
1607611,https://doi.org/10.1103/prxquantum.5.010201
1207704,https://doi.org/10.3847/2041-8213/ac6756
DEAC0206CH11357,https://doi.org/10.5506/aphyspolb.53.12-a1
1144085,https://doi.org/10.3847/2041-8213/ac6756
1548562,https://doi.org/10.3847/2041-8213/ac6756
1265383,https://doi.org/10.3847/2041-8213/ac6756
1144085,https://doi.org/10.3847/2041-8213/ac6756
1743442,https://doi.org/10.3847/2041-8213/ac6756
1818253,https://doi.org/10.3847/2041-8213/ac6756
1743442,https://doi.org/10.3847/2041-8213/ac6756
1615796,https://doi.org/10.3847/2041-8213/ac6756
0735191,https://doi.org/10.3847/2041-8213/ac6756
1140030,https://doi.org/10.3847/2041-8213/ac6756
2034306,https://doi.org/10.3847/2041-8213/ac6756
0705062,https://doi.org/10.3847/2041-8213/ac6756
0096454,https://doi.org/10.3847/2041-8213/ac6756
1715061,https://doi.org/10.3847/2041-8213/ac6756
0705062,https://doi.org/10.3847/2041-8213/ac6756
1818253,https://doi.org/10.3847/2041-8213/ac6756
1548562,https://doi.org/10.3847/2041-8213/ac6756
1715061,https://doi.org/10.3847/2041-8213/ac6756
1548562,https://doi.org/10.3847/2041-8213/ac6756
1548562,https://doi.org/10.3847/2041-8213/ac6756
1440254,https://doi.org/10.3847/2041-8213/ac6756
0905844,https://doi.org/10.3847/2041-8213/ac6756
1903847,https://doi.org/10.3847/2041-8213/ac6756
1207730,https://doi.org/10.3847/2041-8213/ac6756
1207730,https://doi.org/10.3847/2041-8213/ac6756
ESP2015-66861,https://doi.org/10.1093/mnras/sty2309
1207704,https://doi.org/10.3847/2041-8213/ac6756
SEV-2016-0588,https://doi.org/10.1093/mnras/sty2309
0521233,https://doi.org/10.3847/2041-8213/ac6756
SEV-2017-0709,https://doi.org/10.1051/0004-6361/202037493
1248097,https://doi.org/10.3847/2041-8213/ac6756
1614868,https://doi.org/10.3847/2041-8213/ac6756
1935980,https://doi.org/10.3847/2041-8213/ac6756
1140030,https://doi.org/10.3847/2041-8213/ac6756
MDM-2015-0509,https://doi.org/10.1093/mnras/sty2309
0905844,https://doi.org/10.3847/2041-8213/ac6756
1615796,https://doi.org/10.3847/2041-8213/ac6756
0735191,https://doi.org/10.3847/2041-8213/ac6756
1228509,https://doi.org/10.3847/2041-8213/ac6756
0922984,https://doi.org/10.3847/2041-8213/ac6756
1228509,https://doi.org/10.3847/2041-8213/ac6756
1614868,https://doi.org/10.3847/2041-8213/ac6756
0352953,https://doi.org/10.3847/2041-8213/ac6756
1743747,https://doi.org/10.3847/2041-8213/ac6756
0735191,https://doi.org/10.3847/2041-8213/ac6756
1716536,https://doi.org/10.3847/2041-8213/ac6756
1310896,https://doi.org/10.3847/2041-8213/ac6756
1207752,https://doi.org/10.3847/2041-8213/ac6756
1935980,https://doi.org/10.3847/2041-8213/ac6756
0096454,https://doi.org/10.3847/2041-8213/ac6756
1265383,https://doi.org/10.3847/2041-8213/ac6756
1126433,https://doi.org/10.3847/2041-8213/ac6756
DEAC0500OR22725,https://doi.org/10.3847/2041-8213/ac6756
0922984,https://doi.org/10.3847/2041-8213/ac6756
0352953,https://doi.org/10.3847/2041-8213/ac6756
1816420,https://doi.org/10.3847/2041-8213/ac6756
1816420,https://doi.org/10.3847/2041-8213/ac6756
1126433,https://doi.org/10.3847/2041-8213/ac6756
1716327,https://doi.org/10.3847/2041-8213/ac6756
1207752,https://doi.org/10.3847/2041-8213/ac6756
1903847,https://doi.org/10.3847/2041-8213/ac6756
1144085,https://doi.org/10.3847/2041-8213/ac6736
1207704,https://doi.org/10.3847/2041-8213/ac6736
1716536,https://doi.org/10.3847/2041-8213/ac6756
1548562,https://doi.org/10.3847/2041-8213/ac6736
1743747,https://doi.org/10.3847/2041-8213/ac6756
1852617,https://doi.org/10.3847/2041-8213/ac6756
1265383,https://doi.org/10.3847/2041-8213/ac6736
1615796,https://doi.org/10.3847/2041-8213/ac6736
1743442,https://doi.org/10.3847/2041-8213/ac6736
1140030,https://doi.org/10.3847/2041-8213/ac6736
1144085,https://doi.org/10.3847/2041-8213/ac6736
0735191,https://doi.org/10.3847/2041-8213/ac6736
1818253,https://doi.org/10.3847/2041-8213/ac6736
1743442,https://doi.org/10.3847/2041-8213/ac6736
1818253,https://doi.org/10.3847/2041-8213/ac6736
2034306,https://doi.org/10.3847/2041-8213/ac6736
0705062,https://doi.org/10.3847/2041-8213/ac6736
1310896,https://doi.org/10.3847/2041-8213/ac6736
1440254,https://doi.org/10.3847/2041-8213/ac6736
0096454,https://doi.org/10.3847/2041-8213/ac6736
0705062,https://doi.org/10.3847/2041-8213/ac6736
1715061,https://doi.org/10.3847/2041-8213/ac6736
1715061,https://doi.org/10.3847/2041-8213/ac6736
1548562,https://doi.org/10.3847/2041-8213/ac6736
1548562,https://doi.org/10.3847/2041-8213/ac6736
1548562,https://doi.org/10.3847/2041-8213/ac6736
0905844,https://doi.org/10.3847/2041-8213/ac6736
1207730,https://doi.org/10.3847/2041-8213/ac6736
0521233,https://doi.org/10.3847/2041-8213/ac6736
1207730,https://doi.org/10.3847/2041-8213/ac6736
1716327,https://doi.org/10.3847/2041-8213/ac6736
1903847,https://doi.org/10.3847/2041-8213/ac6736
1207704,https://doi.org/10.3847/2041-8213/ac6736
1248097,https://doi.org/10.3847/2041-8213/ac6736
0905844,https://doi.org/10.3847/2041-8213/ac6736
1614868,https://doi.org/10.3847/2041-8213/ac6736
1935980,https://doi.org/10.3847/2041-8213/ac6736
1140030,https://doi.org/10.3847/2041-8213/ac6736
1615796,https://doi.org/10.3847/2041-8213/ac6736
1228509,https://doi.org/10.3847/2041-8213/ac6736
0922984,https://doi.org/10.3847/2041-8213/ac6736
1228509,https://doi.org/10.3847/2041-8213/ac6736
0735191,https://doi.org/10.3847/2041-8213/ac6736
1743747,https://doi.org/10.3847/2041-8213/ac6736
0352953,https://doi.org/10.3847/2041-8213/ac6736
1614868,https://doi.org/10.3847/2041-8213/ac6736
0735191,https://doi.org/10.3847/2041-8213/ac6736
1310896,https://doi.org/10.3847/2041-8213/ac6736
1935980,https://doi.org/10.3847/2041-8213/ac6736
1716536,https://doi.org/10.3847/2041-8213/ac6736
1207752,https://doi.org/10.3847/2041-8213/ac6736
DEAC0500OR22725,https://doi.org/10.3847/2041-8213/ac6736
SEV-2016-0588,https://doi.org/10.1093/mnras/stz1949
0096454,https://doi.org/10.3847/2041-8213/ac6736
0922984,https://doi.org/10.3847/2041-8213/ac6736
0352953,https://doi.org/10.3847/2041-8213/ac6736
1126433,https://doi.org/10.3847/2041-8213/ac6736
1816420,https://doi.org/10.3847/2041-8213/ac6736
1816420,https://doi.org/10.3847/2041-8213/ac6736
1126433,https://doi.org/10.3847/2041-8213/ac6736
MDM-2015-0509,https://doi.org/10.1093/mnras/stz1949
1207752,https://doi.org/10.3847/2041-8213/ac6736
1716327,https://doi.org/10.3847/2041-8213/ac6736
ESP2015-66861,https://doi.org/10.1093/mnras/stz1949
1144085,https://doi.org/10.3847/2041-8213/abe71d
1207704,https://doi.org/10.3847/2041-8213/abe71d
1548562,https://doi.org/10.3847/2041-8213/abe71d
1903847,https://doi.org/10.3847/2041-8213/ac6736
1743747,https://doi.org/10.3847/2041-8213/ac6736
1716536,https://doi.org/10.3847/2041-8213/ac6736
SEV-2016-0597,https://doi.org/10.1093/mnras/stz1949
1852617,https://doi.org/10.3847/2041-8213/ac6736
1144085,https://doi.org/10.3847/2041-8213/abe71d
1265383,https://doi.org/10.3847/2041-8213/abe71d
1615796,https://doi.org/10.3847/2041-8213/abe71d
1743442,https://doi.org/10.3847/2041-8213/abe71d
1743442,https://doi.org/10.3847/2041-8213/abe71d
1140030,https://doi.org/10.3847/2041-8213/abe71d
0735191,https://doi.org/10.3847/2041-8213/abe71d
0705062,https://doi.org/10.3847/2041-8213/abe71d
0096454,https://doi.org/10.3847/2041-8213/abe71d
0705062,https://doi.org/10.3847/2041-8213/abe71d
1310896,https://doi.org/10.3847/2041-8213/abe71d
2034306,https://doi.org/10.3847/2041-8213/abe71d
1715061,https://doi.org/10.3847/2041-8213/abe71d
1548562,https://doi.org/10.3847/2041-8213/abe71d
1715061,https://doi.org/10.3847/2041-8213/abe71d
1548562,https://doi.org/10.3847/2041-8213/abe71d
1548562,https://doi.org/10.3847/2041-8213/abe71d
1440254,https://doi.org/10.3847/2041-8213/abe71d
1903847,https://doi.org/10.3847/2041-8213/abe71d
0905844,https://doi.org/10.3847/2041-8213/abe71d
1716327,https://doi.org/10.3847/2041-8213/abe71d
1207730,https://doi.org/10.3847/2041-8213/abe71d
1207730,https://doi.org/10.3847/2041-8213/abe71d
SEV-2017-0709,https://doi.org/10.3847/2041-8213/ac6756
1207704,https://doi.org/10.3847/2041-8213/abe71d
1337663,https://doi.org/10.3847/2041-8213/abe71d
0521233,https://doi.org/10.3847/2041-8213/abe71d
0521233,https://doi.org/10.3847/2041-8213/abe71d
0905844,https://doi.org/10.3847/2041-8213/abe71d
1935980,https://doi.org/10.3847/2041-8213/abe71d
1615796,https://doi.org/10.3847/2041-8213/abe71d
1248097,https://doi.org/10.3847/2041-8213/abe71d
1140030,https://doi.org/10.3847/2041-8213/abe71d
1743747,https://doi.org/10.3847/2041-8213/abe71d
1228509,https://doi.org/10.3847/2041-8213/abe71d
0735191,https://doi.org/10.3847/2041-8213/abe71d
1935980,https://doi.org/10.3847/2041-8213/abe71d
0922984,https://doi.org/10.3847/2041-8213/abe71d
1337663,https://doi.org/10.3847/2041-8213/abe71d
1228509,https://doi.org/10.3847/2041-8213/abe71d
0352953,https://doi.org/10.3847/2041-8213/abe71d
0735191,https://doi.org/10.3847/2041-8213/abe71d
1310896,https://doi.org/10.3847/2041-8213/abe71d
1716536,https://doi.org/10.3847/2041-8213/abe71d
0096454,https://doi.org/10.3847/2041-8213/abe71d
1265383,https://doi.org/10.3847/2041-8213/abe71d
1207752,https://doi.org/10.3847/2041-8213/abe71d
0922984,https://doi.org/10.3847/2041-8213/abe71d
1440254,https://doi.org/10.3847/2041-8213/abe71d
1126433,https://doi.org/10.3847/2041-8213/abe71d
0352953,https://doi.org/10.3847/2041-8213/abe71d
1816420,https://doi.org/10.3847/2041-8213/abe71d
1816420,https://doi.org/10.3847/2041-8213/abe71d
2034306,https://doi.org/10.3847/2041-8213/abe71d
1126433,https://doi.org/10.3847/2041-8213/abe71d
1716327,https://doi.org/10.3847/2041-8213/abe71d
1743747,https://doi.org/10.3847/2041-8213/abe71d
1716536,https://doi.org/10.3847/2041-8213/abe71d
1207752,https://doi.org/10.3847/2041-8213/abe71d
1903847,https://doi.org/10.3847/2041-8213/abe71d
1138766,https://doi.org/10.1093/mnras/stz272
1138766,https://doi.org/10.1093/mnras/stz272
1536171,https://doi.org/10.1093/mnras/stz272
1144085,https://doi.org/10.1103/physrevd.103.104047
1536171,https://doi.org/10.1093/mnras/stz272
1207704,https://doi.org/10.1103/physrevd.103.104047
1548562,https://doi.org/10.1103/physrevd.103.104047
DEAC0207CH11359,https://doi.org/10.1093/mnras/stz272
1265383,https://doi.org/10.1103/physrevd.103.104047
1615796,https://doi.org/10.1103/physrevd.103.104047
1144085,https://doi.org/10.1103/physrevd.103.104047
1140030,https://doi.org/10.1103/physrevd.103.104047
1743442,https://doi.org/10.1103/physrevd.103.104047
1743442,https://doi.org/10.1103/physrevd.103.104047
2034306,https://doi.org/10.1103/physrevd.103.104047
1310896,https://doi.org/10.1103/physrevd.103.104047
1440254,https://doi.org/10.1103/physrevd.103.104047
0705062,https://doi.org/10.1103/physrevd.103.104047
1715061,https://doi.org/10.1103/physrevd.103.104047
1715061,https://doi.org/10.1103/physrevd.103.104047
0705062,https://doi.org/10.1103/physrevd.103.104047
0096454,https://doi.org/10.1103/physrevd.103.104047
1548562,https://doi.org/10.1103/physrevd.103.104047
1716327,https://doi.org/10.1103/physrevd.103.104047
1548562,https://doi.org/10.1103/physrevd.103.104047
1548562,https://doi.org/10.1103/physrevd.103.104047
0905844,https://doi.org/10.1103/physrevd.103.104047
1207730,https://doi.org/10.1103/physrevd.103.104047
1903847,https://doi.org/10.1103/physrevd.103.104047
1207730,https://doi.org/10.1103/physrevd.103.104047
1144085,https://doi.org/10.1103/physrevd.103.104047
1248097,https://doi.org/10.1103/physrevd.103.104047
1207704,https://doi.org/10.1103/physrevd.103.104047
0521233,https://doi.org/10.1103/physrevd.103.104047
1248097,https://doi.org/10.1103/physrevd.103.104047
1337663,https://doi.org/10.1103/physrevd.103.104047
1935980,https://doi.org/10.1103/physrevd.103.104047
0521233,https://doi.org/10.1103/physrevd.103.104047
1140030,https://doi.org/10.1103/physrevd.103.104047
0905844,https://doi.org/10.1103/physrevd.103.104047
1615796,https://doi.org/10.1103/physrevd.103.104047
1228509,https://doi.org/10.1103/physrevd.103.104047
0735191,https://doi.org/10.1103/physrevd.103.104047
0922984,https://doi.org/10.1103/physrevd.103.104047
1228509,https://doi.org/10.1103/physrevd.103.104047
0352953,https://doi.org/10.1103/physrevd.103.104047
1337663,https://doi.org/10.1103/physrevd.103.104047
1743747,https://doi.org/10.1103/physrevd.103.104047
1310896,https://doi.org/10.1103/physrevd.103.104047
0735191,https://doi.org/10.1103/physrevd.103.104047
1716536,https://doi.org/10.1103/physrevd.103.104047
1935980,https://doi.org/10.1103/physrevd.103.104047
1207752,https://doi.org/10.1103/physrevd.103.104047
1126433,https://doi.org/10.1103/physrevd.103.104047
1440254,https://doi.org/10.1103/physrevd.103.104047
1816420,https://doi.org/10.1103/physrevd.103.104047
0096454,https://doi.org/10.1103/physrevd.103.104047
1265383,https://doi.org/10.1103/physrevd.103.104047
2034306,https://doi.org/10.1103/physrevd.103.104047
0352953,https://doi.org/10.1103/physrevd.103.104047
0922984,https://doi.org/10.1103/physrevd.103.104047
1816420,https://doi.org/10.1103/physrevd.103.104047
SEV-2017-0709,https://doi.org/10.3847/2041-8213/abe71d
1125897,https://doi.org/10.1103/physrevd.103.104047
1126433,https://doi.org/10.1103/physrevd.103.104047
1207752,https://doi.org/10.1103/physrevd.103.104047
1716327,https://doi.org/10.1103/physrevd.103.104047
1716536,https://doi.org/10.1103/physrevd.103.104047
1903847,https://doi.org/10.1103/physrevd.103.104047
1138766,https://doi.org/10.1093/mnras/stz1321
1536171,https://doi.org/10.1093/mnras/stz1321
1743747,https://doi.org/10.1103/physrevd.103.104047
DEAC0205CH11231,https://doi.org/10.1093/mnras/stz1321
1536171,https://doi.org/10.1093/mnras/sty3397
1265383,https://doi.org/10.3847/2041-8213/ac6675
1138766,https://doi.org/10.1093/mnras/sty3397
1138766,https://doi.org/10.1093/mnras/sty3397
1536171,https://doi.org/10.1093/mnras/sty3397
DEAC0207CH11359,https://doi.org/10.1093/mnras/sty3397
1743442,https://doi.org/10.3847/2041-8213/ac6675
1125897,https://doi.org/10.1103/physrevd.103.104047
1818253,https://doi.org/10.3847/2041-8213/ac6675
1818253,https://doi.org/10.3847/2041-8213/ac6675
0735191,https://doi.org/10.3847/2041-8213/ac6675
1548562,https://doi.org/10.3847/2041-8213/ac6675
1548562,https://doi.org/10.3847/2041-8213/ac6675
1743442,https://doi.org/10.3847/2041-8213/ac6675
1265383,https://doi.org/10.3847/2041-8213/ac6675
0735191,https://doi.org/10.3847/2041-8213/ac6675
1548562,https://doi.org/10.3847/2041-8213/ac6675
1138766,https://doi.org/10.1093/mnras/stz2162
DEAC0500OR22725,https://doi.org/10.3847/2041-8213/ac6675
1536171,https://doi.org/10.1093/mnras/stz2162
1852617,https://doi.org/10.3847/2041-8213/ac6675
1265383,https://doi.org/10.3847/2041-8213/ad2df0
1743442,https://doi.org/10.3847/2041-8213/ad2df0
1743442,https://doi.org/10.3847/2041-8213/ad2df0
1818253,https://doi.org/10.3847/2041-8213/ad2df0
2030508,https://doi.org/10.3847/2041-8213/ad2df0
1548562,https://doi.org/10.3847/2041-8213/ad2df0
1818253,https://doi.org/10.3847/2041-8213/ad2df0
1548562,https://doi.org/10.3847/2041-8213/ad2df0
1548562,https://doi.org/10.3847/2041-8213/ad2df0
0735191,https://doi.org/10.3847/2041-8213/ad2df0
0735191,https://doi.org/10.3847/2041-8213/ad2df0
1836650,https://doi.org/10.3847/2041-8213/ad2df0
1265383,https://doi.org/10.3847/2041-8213/ad2df0
DEAC0500OR22725,https://doi.org/10.3847/2041-8213/ad2df0
SEV-2016-0597,https://doi.org/10.1093/mnras/stz272
ESP2015-66861,https://doi.org/10.1093/mnras/stz272
SEV-2017-0709,https://doi.org/10.1103/physrevd.103.104047
1852617,https://doi.org/10.3847/2041-8213/ad2df0
DEAC0500OR22725,https://doi.org/10.3847/2041-8213/ad2df1
1536171,https://doi.org/10.1093/mnras/sty1889
1138766,https://doi.org/10.1093/mnras/sty1889
1138766,https://doi.org/10.1093/mnras/sty1889
1536171,https://doi.org/10.1093/mnras/sty1889
DEAC0207CH11359,https://doi.org/10.1093/mnras/sty1889
SEV-2016-0588,https://doi.org/10.1093/mnras/stz272
DEAC0205CH11231,https://doi.org/10.1093/mnras/sty1889
1536171,https://doi.org/10.1093/mnras/stz463
MDM-2015-0509,https://doi.org/10.1093/mnras/stz272
1536171,https://doi.org/10.1093/mnras/stz463
DEAC0207CH11359,https://doi.org/10.1093/mnras/stz463
1211916,https://doi.org/10.1093/mnras/stz463
1211916,https://doi.org/10.1093/mnras/stz463
1138766,https://doi.org/10.1093/mnras/stz463
1517742,https://doi.org/10.1093/mnras/stz463
1138766,https://doi.org/10.1093/mnras/stz463
1220305,https://doi.org/10.1002/tea.21601
1905675,https://doi.org/10.1073/pnas.2016708118
SEV-2016-0588,https://doi.org/10.1093/mnras/sty3397
1816330,https://doi.org/10.1093/mnras/sty3497
1125897,https://doi.org/10.1093/mnras/stz463
1536171,https://doi.org/10.1093/mnras/sty3497
1125897,https://doi.org/10.1093/mnras/stz463
1536171,https://doi.org/10.1093/mnras/sty3497
1125897,https://doi.org/10.1093/mnras/stz463
DEAC0207CH11359,https://doi.org/10.1093/mnras/sty3497
MDM-2015-0509,https://doi.org/10.1093/mnras/sty3397
ESP2015-66861,https://doi.org/10.1093/mnras/sty3397
1816330,https://doi.org/10.1093/mnras/sty3497
1138766,https://doi.org/10.1093/mnras/sty3497
1420382,https://doi.org/10.1039/c8sm01877d
1138766,https://doi.org/10.1093/mnras/sty3497
SEV-2017-0709,https://doi.org/10.3847/2041-8213/ad2df0
1420382,https://doi.org/10.1039/c8sm01877d
2011846,https://doi.org/10.1002/anie.202006290
1557781,https://doi.org/10.1016/j.neuron.2022.12.025
1420382,https://doi.org/10.1038/s41467-018-04231-7
1420382,https://doi.org/10.1038/s41467-018-04231-7
1420382,https://doi.org/10.1038/s41467-018-04231-7
1420382,https://doi.org/10.1038/s41467-018-04231-7
2042100,https://doi.org/10.1371/journal.pbio.3001677
1420382,https://doi.org/10.1002/anie.201712834
1420382,https://doi.org/10.1021/acsnano.0c01388
1734025,https://doi.org/10.1038/s41562-023-01800-9
2011846,https://doi.org/10.1371/journal.pbio.3001677
2011846,https://doi.org/10.1371/journal.pbio.3001677
1710112,https://doi.org/10.1073/pnas.2114050118
CA142746,https://doi.org/10.1038/s41565-023-01401-7
2011846,https://doi.org/10.1038/s41565-023-01401-7
2011846,https://doi.org/10.1038/s41565-023-01401-7
1624776,https://doi.org/10.59275/j.melba.2021-2dcc
1420382,https://doi.org/10.1093/humrep/dez210
AG024904,https://doi.org/10.59275/j.melba.2021-2dcc
1827309,https://doi.org/10.1093/humrep/dez210
1818914,https://doi.org/10.1038/s41467-023-43957-x
0820484,https://doi.org/10.1093/humrep/dez210
1747426,https://doi.org/10.1038/s41467-023-43957-x
1941583,https://doi.org/10.1038/s41467-023-43957-x
2016245,https://doi.org/10.1038/s41467-023-43957-x
1936118,https://doi.org/10.1038/s41467-023-43957-x
2016245,https://doi.org/10.1038/s41467-023-43957-x
2137642,https://doi.org/10.1038/s41467-023-43957-x
DEAC0206CH11357,https://doi.org/10.1038/s41467-023-43957-x
1747426,https://doi.org/10.1038/s41467-023-43957-x
1813814,https://doi.org/10.1038/s41467-023-43957-x
1813814,https://doi.org/10.1038/s41467-023-43957-x
1420382,https://doi.org/10.1002/anie.202000983
1655118,https://doi.org/10.1371/journal.pgen.1007213
1936118,https://doi.org/10.1038/s41467-023-43957-x
1655118,https://doi.org/10.1371/journal.pgen.1007213
1256488,https://doi.org/10.1371/journal.pgen.1007213
1808926,https://doi.org/10.1073/pnas.2106038118
1808926,https://doi.org/10.1073/pnas.2106038118
1763926,https://doi.org/10.18653/v1/k19-2001
1547848,https://doi.org/10.1073/pnas.2106038118
1547848,https://doi.org/10.1073/pnas.2106038118
0001781,https://doi.org/10.18653/v1/k19-2001
2014279,https://doi.org/10.1103/physrevlett.125.257801
2014279,https://doi.org/10.1103/physrevlett.125.257801
2011846,https://doi.org/10.1103/physrevlett.125.257801
1810077,https://doi.org/10.1103/physrevlett.125.178005
1855914,https://doi.org/10.1103/physrevlett.125.178005
2011846,https://doi.org/10.1103/physrevlett.125.257801
SEV-2016-0588,https://doi.org/10.1093/mnras/sty1889
1420382,https://doi.org/10.1103/physrevlett.125.178005
0847188,https://doi.org/10.1038/s41567-019-0642-1
1463962,https://doi.org/10.1038/s41567-019-0642-1
1420382,https://doi.org/10.1038/s41567-019-0642-1
1305254,https://doi.org/10.1038/s41567-019-0642-1
SEV-2016-0597,https://doi.org/10.1093/mnras/sty1889
0820341,https://doi.org/10.1038/s41567-019-0642-1
1726346,https://doi.org/10.1039/c9gc02466b
1620331,https://doi.org/10.1038/s41567-019-0642-1
ESP2015-66861,https://doi.org/10.1093/mnras/sty1889
SEV-2017-0709,https://doi.org/10.3847/2041-8213/ad2df1
1554283,https://doi.org/10.1039/c9gc02466b
SEV-2016-0588,https://doi.org/10.1093/mnras/sty3497
0820484,https://doi.org/10.1038/s41567-019-0642-1
ESP2015-66861,https://doi.org/10.1093/mnras/stz463
MDM-2015-0509,https://doi.org/10.1093/mnras/stz463
1138766,https://doi.org/10.1093/mnras/stz341
MDM-2015-0509,https://doi.org/10.1093/mnras/sty3497
1536171,https://doi.org/10.1093/mnras/stz341
1144085,https://doi.org/10.3847/1538-4357/ab96c6
1536171,https://doi.org/10.1093/mnras/stz341
MDM-2015-0509,https://doi.org/10.1093/mnras/sty1889
1138766,https://doi.org/10.1093/mnras/stz341
DEAC0207CH11359,https://doi.org/10.1093/mnras/stz341
ESP2015-66861,https://doi.org/10.1093/mnras/sty3497
1312651,https://doi.org/10.3847/1538-4357/ab96c6
1144085,https://doi.org/10.3847/1538-4357/ab96c6
1615796,https://doi.org/10.3847/1538-4357/ab96c6
0705062,https://doi.org/10.3847/1538-4357/ab96c6
1310896,https://doi.org/10.3847/1538-4357/ab96c6
SEV-2016-0597,https://doi.org/10.1093/mnras/stz463
SEV-2016-0588,https://doi.org/10.1093/mnras/stz463
1140030,https://doi.org/10.3847/1538-4357/ab96c6
1715061,https://doi.org/10.3847/1538-4357/ab96c6
0705062,https://doi.org/10.3847/1538-4357/ab96c6
0096454,https://doi.org/10.3847/1538-4357/ab96c6
1715061,https://doi.org/10.3847/1538-4357/ab96c6
1207730,https://doi.org/10.3847/1538-4357/ab96c6
0905844,https://doi.org/10.3847/1538-4357/ab96c6
1207730,https://doi.org/10.3847/1538-4357/ab96c6
1440254,https://doi.org/10.3847/1538-4357/ab96c6
1207704,https://doi.org/10.3847/1538-4357/ab96c6
1716327,https://doi.org/10.3847/1538-4357/ab96c6
0905844,https://doi.org/10.3847/1538-4357/ab96c6
1228509,https://doi.org/10.3847/1538-4357/ab96c6
0922984,https://doi.org/10.3847/1538-4357/ab96c6
1312651,https://doi.org/10.3847/1538-4357/ab96c6
1228509,https://doi.org/10.3847/1538-4357/ab96c6
0352953,https://doi.org/10.3847/1538-4357/ab96c6
1615796,https://doi.org/10.3847/1538-4357/ab96c6
1248097,https://doi.org/10.3847/1538-4357/ab96c6
1140030,https://doi.org/10.3847/1538-4357/ab96c6
1337663,https://doi.org/10.3847/1538-4357/ab96c6
1743747,https://doi.org/10.3847/1538-4357/ab96c6
1310896,https://doi.org/10.3847/1538-4357/ab96c6
1207752,https://doi.org/10.3847/1538-4357/ab96c6
1207704,https://doi.org/10.3847/1538-4357/ab96c6
1126433,https://doi.org/10.3847/1538-4357/ab96c6
0352953,https://doi.org/10.3847/1538-4357/ab96c6
0922984,https://doi.org/10.3847/1538-4357/ab96c6
1816420,https://doi.org/10.3847/1538-4357/ab96c6
1816420,https://doi.org/10.3847/1538-4357/ab96c6
1126433,https://doi.org/10.3847/1538-4357/ab96c6
1207752,https://doi.org/10.3847/1538-4357/ab96c6
1716327,https://doi.org/10.3847/1538-4357/ab96c6
1743747,https://doi.org/10.3847/1538-4357/ab96c6
1536171,https://doi.org/10.1093/mnras/stz1361
SEV-2016-0597,https://doi.org/10.1093/mnras/sty3497
1456928,https://doi.org/10.3758/s13423-022-02227-5
1138766,https://doi.org/10.1093/mnras/stz1361
