award,asset_id,doi,initial_funder_id,initial_funder_name,final_funder_name,final_funder_id,handler,change_handler
1138766,9924588847301921,https://doi.org/10.1093/mnras/staa526,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1138766,9924588847301921,https://doi.org/10.1093/mnras/staa526,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1517823,9924117668201921,https://doi.org/10.1007/s10640-020-00525-x,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
FPA2015-68048,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AYA2015-71825,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1536171,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
SEV-2016-0588,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
FP7/2007-2013,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,European Research Council,F4320334678,<function extract_eu_commision_award at 0x1056baf20>,True
AST-1536171,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
SEV-2016-0597,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
DE-AC02-07CH11359,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
ESP2015-66861,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
MDM-2015-0509,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
1138766,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1138766,9924552851401921,https://doi.org/10.1093/mnras/staa1812,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1068620,9924086575001921,https://doi.org/10.1007/jhep11(2018)168,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1053842,9924086575001921,https://doi.org/10.1007/jhep11(2018)168,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
Career Award No. PHY-1053842,9924086575001921,https://doi.org/10.1007/jhep11(2018)168,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
PHY-1053842,9924086575001921,https://doi.org/10.1007/jhep11(2018)168,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
CMMI-1822020,9924552554301921,https://doi.org/10.1103/physrevlett.126.218005,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR-1420382,9924537534201921,https://doi.org/10.1002/ange.201814552,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR-2004617,9924150869201921,https://doi.org/10.1103/physrevx.12.031006,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR-1420570,9924150869201921,https://doi.org/10.1103/physrevx.12.031006,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR-2004380,9924150869201921,https://doi.org/10.1103/physrevx.12.031006,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR-0820484,9924150869201921,https://doi.org/10.1103/physrevx.12.031006,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
MRSEC-2011846,9924150869201921,https://doi.org/10.1103/physrevx.12.031006,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
MCB1157716,9924117862601921,https://doi.org/10.1016/j.bpj.2017.11.3782,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR-1420382,9924117862601921,https://doi.org/10.1016/j.bpj.2017.11.3782,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMS-1502851,9924086782901921,https://doi.org/10.1103/physrevlett.123.038102,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
FPA2015-68048,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AYA2015-71825,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1536171,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
SEV-2016-0588,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
FP7/2007-2013,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,European Research Council,F4320334678,<function extract_eu_commision_award at 0x1056baf20>,True
AST-1536171,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DE-AC02-07CH11359,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
ESP2015-66861,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
MDM-2015-0509,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
1138766,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1138766,9924552836401921,https://doi.org/10.1093/mnras/sty1970,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
FPA2015-68048,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AYA2015-71825,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1536171,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
SEV-2016-0588,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
FP7/2007-2013,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,European Research Council,F4320334678,<function extract_eu_commision_award at 0x1056baf20>,True
AST-1536171,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DE-AC02-07CH11359,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
ESP2015-66861,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
MDM-2015-0509,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
1138766,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1138766,9924552844401921,https://doi.org/10.1093/mnras/stz1514,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
FPA2015-68048,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AYA2015-71825,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1536171,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
SEV-2016-0588,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
FP7/2007-2013,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,European Research Council,F4320334678,<function extract_eu_commision_award at 0x1056baf20>,True
AST-1536171,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
ESP2013-48274-C3-1-P,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
DE-AC02-07CH11359,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
ESP2015-66861,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
MDM-2015-0509,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,Ministerio de Ciencia e Innovación,F4320322930,<function extract_MDI_award at 0x12f3a32e0>,True
1138766,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1138766,9924552836101921,https://doi.org/10.1093/mnras/sty2522,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
ST/M003981/1,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,Science and Technology Facilities Council,F4320334632,<function extract_Science_and_Technology_Facilities_Council_award at 0x12f3a3b00>,True
ST/M003655/1,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,Science and Technology Facilities Council,F4320334632,<function extract_Science_and_Technology_Facilities_Council_award at 0x12f3a3b00>,True
ST/M003469/1,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,Science and Technology Facilities Council,F4320334632,<function extract_Science_and_Technology_Facilities_Council_award at 0x12f3a3b00>,True
DE-AC02-76SF00515,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
ST/M003639/1,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,Science and Technology Facilities Council,F4320334632,<function extract_Science_and_Technology_Facilities_Council_award at 0x12f3a3b00>,True
DE-AC02-07CH11359,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
ST/M003604/1,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,Science and Technology Facilities Council,F4320334632,<function extract_Science_and_Technology_Facilities_Council_award at 0x12f3a3b00>,True
DE-AC02-05CH11231,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
DE-AC52-07NA27344,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
ST/M003744/1,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,Science and Technology Facilities Council,F4320334632,<function extract_Science_and_Technology_Facilities_Council_award at 0x12f3a3b00>,True
DE-SC0012704,9924552849901921,https://doi.org/10.1103/physrevc.102.014602,F4320306076,National Science Foundation,U.S. Department of Energy,F4320306084,<function extract_US_Spending_award at 0x12f3c00e0>,True
NSF DMR-1855914,9924086497001921,https://doi.org/10.1039/d0sm01316a,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
XSEDE TG-MCB090163,9924086497001921,https://doi.org/10.1039/d0sm01316a,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
NSF OAC 1920147,9924086497001921,https://doi.org/10.1039/d0sm01316a,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
NSF-DMR-1810077,9924086497001921,https://doi.org/10.1039/d0sm01316a,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR-1420382,9924086497001921,https://doi.org/10.1039/d0sm01316a,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR-MRSEC 2011486,9924086497001921,https://doi.org/10.1039/d0sm01316a,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
CHE-1856484,9923972919801921,https://doi.org/10.1126/sciadv.aaz9125,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
T32 GM007122,9924028613901921,https://doi.org/10.7554/elife.69597,F4320306076,National Science Foundation,National Institutes of Health,F4320332161,<function extract_NIH_award at 0x12f3c04a0>,True
2011846,9924028613901921,https://doi.org/10.7554/elife.69597,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
NSF-DMR 2011846,9924028613901921,https://doi.org/10.7554/elife.69597,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR 2011846,9924028613901921,https://doi.org/10.7554/elife.69597,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
CHE-1856484,9924144005501921,https://doi.org/10.1103/physreve.104.024211,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DMR-1420382,9924144005501921,https://doi.org/10.1103/physreve.104.024211,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DGE-1068620,9924144005501921,https://doi.org/10.1103/physreve.104.024211,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
CHE-2046099,9924050512301921,https://doi.org/10.1039/d1mh01163d,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1312651,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207704,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11633006,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1144085,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11933007,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
grant ACI-1548562,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1615796,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1265383,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DBI-1743442,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1140030,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DGE-1144085,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1743442,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
"DBI-0735191, DBI-1265383",9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
HST-HF2-51431.001-A,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1440254,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0705062,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1248097,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1310896,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1715061,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
PLR-1248097,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0096454,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0705062,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11573051,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1715061,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1716327,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
ACI-1548562,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
-1548562,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1548562,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1903847,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0905844,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1207730,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207730,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1207704,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1140030,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1312651,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1615796,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0905844,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1743747,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
TG-AST080026N,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1228509,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0735191,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0922984,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11650110427,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1337663,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
MRI-1228509,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AFB-170002,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-0352953,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1310896,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
DBI-0735191,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1207752,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
89233218CNA000001,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1126433,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1816420,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
11725312,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1816420,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
OPP-1248097,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,Bill and Melinda Gates Foundation,F4320306137,<function extract_Bill_and_Melinda_Gates_Foundation_award at 0x1056b9e40>,True
AST-0922984,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
0352953,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1716327,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1126433,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
OISE-1743747,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207752,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1903847,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
AST-1312651,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
1207704,9924117859801921,https://doi.org/10.1051/0004-6361/201936622,F4320306076,National Science Foundation,National Science Foundation,F4320306076,<function extract_NSF_award at 0x12f3c0720>,False
